view_id,session_id,page_url,page_title,load_time_ms,device_type,browser,country,city,user_agent,view_timestamp
75cb3e40-ba79-4150-87c7-63c88a40bdca,eb9a4b1a-a6bc-48a9-9ef3-9c7be9155a9e,/advisor/profile,Advisor Profile,1435,Desktop,Firefox,DE,London,Mozilla/5.0 (Desktop),2026-03-15 07:20:57
11cb5ccb-2f0b-461b-af75-6111df201fa3,2203ab3a-fa09-4168-b8b1-7487ea03bc70,/login,Login,4016,Mobile,Edge,US,Berlin,Mozilla/5.0 (Mobile),2026-03-10 03:04:26
1418eadc-5062-4f46-81d5-241bf9d39fba,9f5b4b2d-1762-4d89-8c61-86f897ddfdf7,/market-data,Market Data,7218,Tablet,Edge,DE,New York,Mozilla/5.0 (Tablet),2026-03-18 22:24:57
f312ee4d-21e0-43a7-a035-e87b41888476,2a23d1dd-b0fe-4916-807e-bcc88f4fdc0b,/login,Login,6323,Mobile,Firefox,DE,Berlin,Mozilla/5.0 (Mobile),2026-03-16 00:19:48
a16154c0-dcef-4a7b-aaec-37292c913656,9502c00b-1b3c-4656-9a7f-882efa52ad4a,/dashboard,Dashboard,5679,Mobile,Edge,AU,London,Mozilla/5.0 (Mobile),2026-03-12 15:27:31
4a883fca-3b8f-4f01-b7a7-9163a80a9524,1b878dd1-1b37-4c21-8b02-30164094d66f,/market-data,Market Data,7629,Tablet,Edge,JP,Seattle,Mozilla/5.0 (Tablet),2026-03-20 22:58:08
fe11bece-2d6c-4e1d-b248-a0325a2efc5f,11366e4d-35c3-4a76-832e-fde8adb3ab41,/login,Login,1688,Desktop,Chrome,UK,San Francisco,Mozilla/5.0 (Desktop),2026-03-02 03:05:41
fe80e6b4-83e9-4eff-ba0e-c3ab15065914,5cd15f73-5c5e-49db-be2a-9b82fe835f57,/settings,Settings,7406,Mobile,Edge,UK,San Francisco,Mozilla/5.0 (Mobile),2026-03-14 23:13:29
788c3e9a-9c4f-4b18-8981-47ef1a386c7d,04e2015e-416b-4fc2-8f96-f15b5e159124,/search,Search,4618,Desktop,Chrome,UK,Berlin,Mozilla/5.0 (Desktop),2026-03-11 18:53:05
96033ca8-8ba4-4e55-bade-c934d84bba74,815f77d9-10ce-45a5-a65a-fa2956f91dd3,/dashboard,Dashboard,1833,Desktop,Chrome,JP,London,Mozilla/5.0 (Desktop),2026-03-03 22:49:41
bc8e04ac-298e-4656-89d5-a9257a16aad8,8636d4cc-90af-4fe1-8a34-d013f5318a3c,/clients,Clients,4009,Tablet,Safari,UK,London,Mozilla/5.0 (Tablet),2026-03-11 04:08:30
0ccebba7-1a18-4a20-9981-0a4e3c67dd7d,dd0e6ca6-ad90-4242-b2c2-63a010bc4f0d,/portfolios,Portfolios,4940,Mobile,Chrome,UK,Seattle,Mozilla/5.0 (Mobile),2026-03-05 21:49:52
1f5b46cf-6784-4425-9364-b0e536c9b0d0,762872b6-da0d-44a8-af75-c6b590fa95f9,/accounts,Accounts,5857,Desktop,Firefox,US,Tokyo,Mozilla/5.0 (Desktop),2026-03-17 00:25:45
fcf196ea-019a-419e-bae0-15a79e9d4eeb,7944623d-0518-4e1b-8bb3-bf8a61693c0c,/dashboard,Dashboard,3709,Mobile,Safari,US,Boston,Mozilla/5.0 (Mobile),2026-03-06 03:50:36
2c81ff71-1edb-41cb-8aa3-efe3d9f75f94,dd0e6ca6-ad90-4242-b2c2-63a010bc4f0d,/login,Login,3751,Mobile,Safari,AU,Chicago,Mozilla/5.0 (Mobile),2026-03-15 13:00:54
d91476ad-1072-44db-ba32-c7708f67198d,240ecf31-6688-4c07-84ab-4165ce689599,/advisor/profile,Advisor Profile,5245,Tablet,Edge,DE,San Francisco,Mozilla/5.0 (Tablet),2026-03-07 12:27:11
3c49af89-3cbe-450d-80d9-985d50326cd3,d2f8364b-c393-407d-9762-89278b76311e,/accounts,Accounts,7422,Desktop,Edge,CA,Chicago,Mozilla/5.0 (Desktop),2026-03-12 10:20:54
0b587ef9-030f-45e7-ba56-3538831c36cf,598a199f-9494-4297-b52a-15801d9c2405,/search,Search,4194,Mobile,Firefox,UK,Tokyo,Mozilla/5.0 (Mobile),2026-03-17 04:21:01
ad2823bd-c9af-44fb-92d1-34f4abf85c94,8c74fb20-688a-4169-9f70-3d229d04fe21,/market-data,Market Data,4753,Tablet,Chrome,JP,Berlin,Mozilla/5.0 (Tablet),2026-03-15 12:17:56
02926eaf-b412-41b9-9447-9d5a64e994b5,15fc2e6e-cb58-4caa-82f3-c8b8dc85e0a1,/login,Login,6410,Mobile,Firefox,AU,Chicago,Mozilla/5.0 (Mobile),2026-03-04 15:15:46
a0f3bc27-5b45-4491-9728-c3e01e074b01,a96122b6-db8a-4d8d-83ea-fecb34354dde,/dashboard,Dashboard,2015,Desktop,Edge,AU,Berlin,Mozilla/5.0 (Desktop),2026-03-21 22:28:50
c5be27b8-033d-4857-8bcc-077c82ffc9a4,8913b7c9-517c-4529-bb74-82b8d438d01d,/settings,Settings,4549,Mobile,Safari,DE,Boston,Mozilla/5.0 (Mobile),2026-03-14 01:42:37
6d86de4a-178c-4a73-b34d-03062c2f527f,30769753-8503-4f97-86ad-f56ed42bd9c3,/search,Search,2259,Mobile,Firefox,US,Berlin,Mozilla/5.0 (Mobile),2026-03-15 02:22:44
49cbb37b-47a5-4cb7-a25f-21637e5c1f09,a6674cc4-2f4d-4378-b052-ccafcaa3b85d,/advisor/profile,Advisor Profile,1769,Tablet,Firefox,AU,Chicago,Mozilla/5.0 (Tablet),2026-03-14 11:07:47
f304aaf3-94bb-4117-a2da-6d967f6fd03e,b268dd36-8ab4-45b7-a1e5-8d4ff6eef202,/advisor/profile,Advisor Profile,1023,Tablet,Firefox,UK,Berlin,Mozilla/5.0 (Tablet),2026-03-12 19:46:37
fb14e35d-b5ee-44cc-bd51-b3690d19118f,7944623d-0518-4e1b-8bb3-bf8a61693c0c,/dashboard,Dashboard,1236,Tablet,Safari,US,New York,Mozilla/5.0 (Tablet),2026-03-16 09:11:19
685c8fca-d917-477b-a2be-7bc2a22ad377,30499291-035e-4e3e-96d3-25de9784e0eb,/search,Search,4902,Desktop,Safari,DE,Chicago,Mozilla/5.0 (Desktop),2026-03-13 11:44:08
a919c468-1194-4b44-a72f-3c074a241875,ea479f55-f2ab-48a0-9338-afd1c078a28d,/dashboard,Dashboard,1134,Mobile,Chrome,DE,Chicago,Mozilla/5.0 (Mobile),2026-03-19 19:21:11
6b093296-04c4-4b79-b893-79257abfee99,c8e527d7-dc1b-4687-add1-277ccaa05305,/dashboard,Dashboard,6844,Desktop,Safari,US,Berlin,Mozilla/5.0 (Desktop),2026-03-04 03:36:40
75a54570-6006-4d4a-a91b-4475b6f16ff0,50f685a7-27db-47ba-8601-f7c19627e9eb,/login,Login,6677,Tablet,Firefox,JP,San Francisco,Mozilla/5.0 (Tablet),2026-03-06 01:35:48
e9f0b979-78ab-483f-8c5b-204ab69a5b44,27bb7380-14cc-430f-97f8-846a5097d80c,/reports,Reports,2701,Tablet,Chrome,JP,Toronto,Mozilla/5.0 (Tablet),2026-03-20 05:58:28
2cddf68a-1fc5-4cc9-9788-70fa3c5a1476,6e16129c-8ae2-4796-be4e-35e2322de18d,/reports,Reports,1486,Tablet,Firefox,CA,Boston,Mozilla/5.0 (Tablet),2026-03-09 20:40:13
2432d086-f9ca-4c12-8d53-c61ba5e457b7,fcc3b312-8189-481f-b447-7cd73c93aec4,/login,Login,5064,Mobile,Edge,UK,New York,Mozilla/5.0 (Mobile),2026-03-04 04:10:00
d289479f-2a8a-48ab-80cb-97a26c31179e,0666b267-a5b3-4d3a-992d-d3333fb37dce,/reports,Reports,783,Tablet,Firefox,UK,Seattle,Mozilla/5.0 (Tablet),2026-03-10 21:18:45
500423b1-ccae-47dc-9311-bab29ce6e7dc,47fade07-a38f-40b4-8ea8-1f62aae95678,/advisor/profile,Advisor Profile,1420,Desktop,Safari,CA,Toronto,Mozilla/5.0 (Desktop),2026-03-09 10:27:07
db0e6df4-a61c-4d93-b138-aed9ae0e7773,04e2015e-416b-4fc2-8f96-f15b5e159124,/reports,Reports,6952,Tablet,Safari,DE,Toronto,Mozilla/5.0 (Tablet),2026-03-03 13:10:50
864ab22b-be47-4f04-bd86-c12461e74d65,76c859e1-2e94-4385-89f7-d80310a64dc4,/login,Login,4623,Mobile,Edge,DE,Toronto,Mozilla/5.0 (Mobile),2026-03-20 23:44:19
0ff1d756-7571-48e3-9610-533fbad4e02f,d41aa65e-c975-4eb6-8a6a-0d24f78e3c14,/settings,Settings,411,Tablet,Chrome,CA,Seattle,Mozilla/5.0 (Tablet),2026-03-02 16:56:27
b2c830b7-c9d7-4344-b126-8f9a077b3e39,15510eb6-1b38-42b8-a709-b3c3dfec3cba,/reports,Reports,6451,Tablet,Firefox,DE,Boston,Mozilla/5.0 (Tablet),2026-03-01 21:48:43
e95e45fb-199b-4028-90c1-4196e7338deb,b443ed71-d378-4103-9c81-ac8c6b333a10,/portfolios,Portfolios,5400,Tablet,Edge,US,Chicago,Mozilla/5.0 (Tablet),2026-03-19 20:58:17
5d8c02ea-0f88-41e9-b2ed-3ee7e1bd729e,80506556-834c-49e8-8c49-4358063ac348,/settings,Settings,7226,Tablet,Firefox,UK,San Francisco,Mozilla/5.0 (Tablet),2026-03-15 20:26:21
f7f01123-015c-4bef-b0f8-806fa6057ca5,cb903034-568c-4e44-85a8-bbdf81500d88,/login,Login,3925,Tablet,Chrome,UK,Tokyo,Mozilla/5.0 (Tablet),2026-03-22 03:18:42
18a87caa-7692-4591-bc08-5a6e11554983,459de40d-8ddf-4559-ad9a-88ef5efd5189,/login,Login,5587,Tablet,Edge,DE,New York,Mozilla/5.0 (Tablet),2026-03-14 19:07:49
fd4b775c-5540-40ed-bf77-bf2cc03e9469,36ef12b3-0722-45c5-b6fa-4c0802a31052,/market-data,Market Data,3821,Mobile,Chrome,CA,Tokyo,Mozilla/5.0 (Mobile),2026-03-09 00:33:23
8cfee200-85b6-4c99-bc92-298cee63c337,67bb64d0-34de-4dfc-8f15-db52a373b62c,/search,Search,1194,Tablet,Chrome,AU,Seattle,Mozilla/5.0 (Tablet),2026-03-06 14:59:18
6bee09dc-7aca-42d1-b848-24e5b269d51b,30499291-035e-4e3e-96d3-25de9784e0eb,/reports,Reports,4724,Tablet,Edge,US,Berlin,Mozilla/5.0 (Tablet),2026-03-11 05:45:10
065ea053-12c1-4ed3-985d-7e0ac5ad270f,16f08342-f8dc-4400-be73-c9a36074befb,/portfolios,Portfolios,2590,Mobile,Safari,DE,Chicago,Mozilla/5.0 (Mobile),2026-03-05 20:29:07
fc770e95-9fdd-407c-a39a-146a13566892,00ba029c-9d09-4f50-bc69-65238e0506ad,/advisor/profile,Advisor Profile,1761,Desktop,Firefox,US,Tokyo,Mozilla/5.0 (Desktop),2026-03-21 03:15:29
c36d16fb-3ea2-46a1-bed0-24d3c8760e4f,459de40d-8ddf-4559-ad9a-88ef5efd5189,/advisor/profile,Advisor Profile,2517,Mobile,Safari,JP,Seattle,Mozilla/5.0 (Mobile),2026-03-18 16:21:59
7f3a2112-690f-4ceb-a200-b02b923244d8,04409b3b-96c9-4e55-98d8-8387664cf914,/search,Search,3027,Tablet,Safari,JP,Boston,Mozilla/5.0 (Tablet),2026-03-21 21:55:09
e012a682-8aa3-4fe8-89dd-3fd41b46ef1b,2240d522-246d-4195-9d4d-0b319b1c40fd,/settings,Settings,2156,Desktop,Edge,CA,San Francisco,Mozilla/5.0 (Desktop),2026-03-17 02:29:59
b82132a7-9b81-4370-84e9-a5b0a5e24949,6a704199-9f94-4980-accc-e845d291a1fb,/search,Search,3362,Tablet,Firefox,DE,New York,Mozilla/5.0 (Tablet),2026-03-02 20:20:47
957cbd7d-6d6e-46ff-adfa-38e919bf5063,b158cdc6-32f6-4a61-9ba3-66f1dc7a141c,/settings,Settings,1016,Desktop,Edge,US,London,Mozilla/5.0 (Desktop),2026-03-06 09:32:37
94c5c5c1-1948-4fc5-9cae-5f42480ddf47,7a3e9e9b-8c49-4fec-bf9d-13ea351eded9,/portfolios,Portfolios,6602,Desktop,Safari,UK,Seattle,Mozilla/5.0 (Desktop),2026-03-18 11:55:41
bcf95500-846f-4a24-b04f-9a819737084e,7944623d-0518-4e1b-8bb3-bf8a61693c0c,/settings,Settings,3313,Tablet,Safari,AU,Chicago,Mozilla/5.0 (Tablet),2026-03-17 23:41:05
edfa24c5-9b67-4301-b53d-7af751b0a04b,703428b1-1a27-414d-97a1-8a785470d9b2,/accounts,Accounts,7744,Tablet,Safari,CA,Toronto,Mozilla/5.0 (Tablet),2026-03-02 12:39:04
d146aa1d-0396-4ad4-8dbf-99a5c561c0de,ab48fce5-7b63-4c0a-9943-6f79c994c95b,/clients,Clients,5885,Mobile,Safari,US,New York,Mozilla/5.0 (Mobile),2026-03-19 12:06:48
